,CYCLE_ACTIVITY.STALLS_L3_MISS,EXE_ACTIVITY.2_PORTS_UTIL,OFFCORE_REQUESTS.DEMAND_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,cycles,instructions,timestamp,cumulative_instructions,interval_seconds,Actual_Slowdown,Local_Interval_Time,P,AOL,K_pred,AOL_Pred,ML_Pred,Heuristic_Pred
16,1917734450.5998173,766136110.327385,42003979.62932837,2346953806.5861893,10813511740.644897,8229941789.92334,3859090942.074997,16.09221120046445,3859090942.074997,0.47204286125870354,0.11102035074643625,0.424873280621334,0.2330191998378254,55.874558251320536,2.227499568275479,0.5190501670386537,0.5471552871436054,0.03164542128476922
17,1865494654.8019485,769905715.0109425,41343738.766994,2279302070.774708,10329690443.425217,8218112790.612625,3859090942.074997,16.563594735749938,3859090942.074997,0.4713835352854865,0.10393535832581285,0.42700284190586046,0.22699793764486456,55.130526138926406,2.2187502759908693,0.5036517367989014,0.5584516791250382,0.030992659502929752
18,1871889193.5464897,769963215.5950222,40672467.828162014,2283971113.1843414,10386369256.528214,8187472932.361664,3859090942.075012,17.03316380803755,3859090942.075012,0.46956907228761224,0.10067596510280721,0.42661881168973537,0.22862844360042925,56.1552134685788,2.2307571873267587,0.510014543788988,0.543962389519337,0.030516897935732253
19,1667361703.697052,766253197.732502,35581843.565770924,2048090434.3824043,9189078018.91504,8014974461.773361,3859090942.074997,17.492871061566124,3859090942.074997,0.459707253528574,0.10279961020517767,0.4168547479292677,0.20803081926827977,57.55998647446782,2.2467218012309096,0.46738737697797134,0.5317869832380585,0.027322696381315587
20,1879378878.8018456,768415379.201437,40393090.66400105,2307701041.4682655,10334879019.037079,8206229969.281921,3859090942.074997,17.963533866311998,3859090942.074997,0.4706628047458743,0.1088813800489623,0.4244482892526271,0.22901854881435876,57.13108364656346,2.241906826021468,0.5134382478724416,0.543962389519337,0.03046226272465969
21,1894242047.6905441,768789585.2664471,41339918.326292515,2311934013.91354,10368936236.291992,8191347019.725128,3859090942.074997,18.433422267331522,3859090942.074997,0.46988840101952434,0.10187596518328942,0.4264440062828321,0.2312491514678996,55.9249777821436,2.2280865032449833,0.5152431132724818,0.5471552871436054,0.031030406300261982
22,2000848352.6527214,767120585.0649223,43961601.41852856,2445593899.0089264,11062849254.715698,8289980722.8342285,3859090942.074997,18.90889461980477,3859090942.074997,0.47547235247324693,0.11115819344756421,0.4279069850513455,0.24135741922071194,55.630227746393665,2.2246446580017456,0.5369344933384447,0.5471552871436054,0.032885465297059636
23,1967553950.2609787,767408219.9648991,42701851.856235385,2396613010.858055,11018722491.501282,8279270809.839142,3859090942.074997,19.383833865054026,3859090942.074997,0.47493924524925646,0.1134647924127528,0.4265417716712143,0.23764821751243168,56.1243343479985,2.2303998979471724,0.5300505600870551,0.5471552871436054,0.03204534884095862
24,1953904087.973938,766994801.0571766,42349555.08505452,2381462014.2954865,10804472781.612518,8236797000.490967,3859090942.075012,19.856230515393193,3859090942.075012,0.4723966503391672,0.10434938055088816,0.42776014426115694,0.23721649178163218,56.23346005672496,2.23166129995567,0.5293868644203208,0.5471552871436054,0.031690449339185744
25,2015355890.9750328,767421379.3530178,44294469.76301503,2456237760.4501266,11166540515.474976,8309933577.754089,3859090942.074997,20.332939321316896,3859090942.074997,0.47670880592370324,0.11155362212637966,0.42886712474722444,0.2425237063711548,55.45247010725105,2.2225564612073208,0.5390226305911572,0.5471552871436054,0.033060286555845156
